UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD
bruno       3789    3235    3837  0   13 03:23 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
bruno       3789    3235    4033  0   13 03:23 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
bruno       3789    3235    4034  0   13 03:23 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
bruno       3866    2920    3866  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd-metadata
bruno       3866    2920    3867  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd-metadata
bruno       3866    2920    3868  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd-metadata
bruno       3866    2920    3869  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd-metadata
bruno       3914    2920    3914  0    4 03:23 ?        00:00:00 /usr/libexec/dconf-service
bruno       3914    2920    3927  0    4 03:23 ?        00:00:00 /usr/libexec/dconf-service
bruno       3914    2920    3928  0    4 03:23 ?        00:00:00 /usr/libexec/dconf-service
bruno       3914    2920    3929  0    4 03:23 ?        00:00:00 /usr/libexec/dconf-service
bruno       3936    3212    3936  0    5 03:23 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.20 /org/gtk/gvfs/exec_spaw/0
bruno       3936    3212    3937  0    5 03:23 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.20 /org/gtk/gvfs/exec_spaw/0
bruno       3936    3212    3938  0    5 03:23 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.20 /org/gtk/gvfs/exec_spaw/0
bruno       3936    3212    3939  0    5 03:23 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.20 /org/gtk/gvfs/exec_spaw/0
bruno       3936    3212    3942  0    5 03:23 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.20 /org/gtk/gvfs/exec_spaw/0
bruno       3995    2920    3995  0    6 03:23 ?        00:00:00 /usr/libexec/xdg-desktop-portal
bruno       3995    2920    3996  0    6 03:23 ?        00:00:00 /usr/libexec/xdg-desktop-portal
bruno       3995    2920    3997  0    6 03:23 ?        00:00:00 /usr/libexec/xdg-desktop-portal
bruno       3995    2920    3998  0    6 03:23 ?        00:00:00 /usr/libexec/xdg-desktop-portal
bruno       3995    2920    4116  0    6 03:23 ?        00:00:00 /usr/libexec/xdg-desktop-portal
bruno       3995    2920    4124  0    6 03:23 ?        00:00:00 /usr/libexec/xdg-desktop-portal
bruno       4006    2920    4006  0    6 03:23 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
bruno       4006    2920    4010  0    6 03:23 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
bruno       4006    2920    4011  0    6 03:23 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
bruno       4006    2920    4012  0    6 03:23 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
bruno       4006    2920    4021  0    6 03:23 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
bruno       4006    2920    4053  0    6 03:23 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
root        4017       2    4017  0    1 03:23 ?        00:00:00 [kworker/u21:2]
bruno       4022    2920    4022  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-xsettings
bruno       4022    2920    4029  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-xsettings
bruno       4022    2920    4030  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-xsettings
bruno       4022    2920    4031  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-xsettings
bruno       4022    2920    4041  0    5 03:23 ?        00:00:00 /usr/libexec/gsd-xsettings
bruno       4083    2920    4083  0    4 03:23 ?        00:00:00 /usr/libexec/ibus-x11
bruno       4083    2920    4084  0    4 03:23 ?        00:00:00 /usr/libexec/ibus-x11
bruno       4083    2920    4085  0    4 03:23 ?        00:00:00 /usr/libexec/ibus-x11
bruno       4083    2920    4086  0    4 03:23 ?        00:00:00 /usr/libexec/ibus-x11
bruno       4087    3235    4087  0   17 03:23 ?        00:00:00 /usr/libexec/mutter-x11-frames
bruno       4087    3235    4089  0   17 03:23 ?        00:00:00 /usr/libexec/mutter-x11-frames
bruno       4087    3235    4090  0   17 03:23 ?        00:00:00 /usr/libexec/mutter-x11-frames
bruno       4087    3235    4091  0   17 03:23 ?        00:00:00 /usr/libexec/mutter-x11-frames
bruno       4087    3235    4092  0   17 03:23 ?        00:00:00 /usr/libexec/mutter-x11-frames
bruno       4087    3235    4097  0   17 03:23 ?        00:00:00 /usr/libexec/mutter-x11-frames
bruno       4087    3235    4098  0   17 03:23 ?        00:00:00 /usr/libexec/mutter-x11-frames
bruno       4087    3235    4099  0   17 03:23 ?        00:00:00 /usr/libexec/mutter-x11-frames
bruno       4087    3235    4100  0   17 03:23 ?        00:00:00 /usr/libexec/mutter-x11-frames
bruno       4087    3235    4101  0   17 03:23 ?        00:00:00 /usr/libexec/mutter-x11-frames
bruno       4087    3235    4102  0   17 03:23 ?        00:00:00 /usr/libexec/mutter-x11-frames
bruno       4087    3235    4103  0   17 03:23 ?        00:00:00 /usr/libexec/mutter-x11-frames
bruno       4087    3235    4104  0   17 03:23 ?        00:00:00 /usr/libexec/mutter-x11-frames
bruno       4087    3235    4105  0   17 03:23 ?        00:00:00 /usr/libexec/mutter-x11-frames
bruno       4087    3235    4106  0   17 03:23 ?        00:00:00 /usr/libexec/mutter-x11-frames
bruno       4087    3235    4107  0   17 03:23 ?        00:00:00 /usr/libexec/mutter-x11-frames
bruno       4087    3235    4127  0   17 03:23 ?        00:00:00 /usr/libexec/mutter-x11-frames
bruno       4117    2920    4117  0    6 03:23 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
bruno       4117    2920    4118  0    6 03:23 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
bruno       4117    2920    4119  0    6 03:23 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
bruno       4117    2920    4120  0    6 03:23 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
bruno       4117    2920    4122  0    6 03:23 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
bruno       4117    2920    4123  0    6 03:23 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
bruno       4408    2920    4408  0    4 03:23 ?        00:00:00 /snap/snapd-desktop-integration/396/usr/bin/user-session-helper /snap/snapd-desktop-integration/396/usr/bin/snapd-desktop-integration
bruno       4408    2920    4463  0    4 03:23 ?        00:00:00 /snap/snapd-desktop-integration/396/usr/bin/user-session-helper /snap/snapd-desktop-integration/396/usr/bin/snapd-desktop-integration
bruno       4408    2920    4464  0    4 03:23 ?        00:00:00 /snap/snapd-desktop-integration/396/usr/bin/user-session-helper /snap/snapd-desktop-integration/396/usr/bin/snapd-desktop-integration
bruno       4408    2920    4465  0    4 03:23 ?        00:00:00 /snap/snapd-desktop-integration/396/usr/bin/user-session-helper /snap/snapd-desktop-integration/396/usr/bin/snapd-desktop-integration
bruno       4467    4408    4467  0    5 03:23 ?        00:00:00 /snap/snapd-desktop-integration/396/usr/bin/snapd-desktop-integration
bruno       4467    4408    4468  0    5 03:23 ?        00:00:00 /snap/snapd-desktop-integration/396/usr/bin/snapd-desktop-integration
bruno       4467    4408    4469  0    5 03:23 ?        00:00:00 /snap/snapd-desktop-integration/396/usr/bin/snapd-desktop-integration
bruno       4467    4408    4470  0    5 03:23 ?        00:00:00 /snap/snapd-desktop-integration/396/usr/bin/snapd-desktop-integration
bruno       4467    4408    4471  0    5 03:23 ?        00:00:00 /snap/snapd-desktop-integration/396/usr/bin/snapd-desktop-integration
bruno       4646    2920    4646  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4649  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4650  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4651  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4652  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4656  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4657  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4666  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4667  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4668  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4669  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4670  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4671  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4672  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4673  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4674  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4675  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4676  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4677  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4678  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4679  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4680  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4681  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4682  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4683  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4684  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4685  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4686  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4687  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4646    2920    4688  0   30 03:23 ?        00:00:00 /usr/bin/nautilus --gapplication-service
bruno       4689    3212    4689  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd-recent --spawner :1.20 /org/gtk/gvfs/exec_spaw/1
bruno       4689    3212    4691  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd-recent --spawner :1.20 /org/gtk/gvfs/exec_spaw/1
bruno       4689    3212    4692  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd-recent --spawner :1.20 /org/gtk/gvfs/exec_spaw/1
bruno       4689    3212    4693  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd-recent --spawner :1.20 /org/gtk/gvfs/exec_spaw/1
bruno       4690    3212    4690  0    5 03:23 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.20 /org/gtk/gvfs/exec_spaw/2
bruno       4690    3212    4694  0    5 03:23 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.20 /org/gtk/gvfs/exec_spaw/2
bruno       4690    3212    4695  0    5 03:23 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.20 /org/gtk/gvfs/exec_spaw/2
bruno       4690    3212    4697  0    5 03:23 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.20 /org/gtk/gvfs/exec_spaw/2
bruno       4690    3212    4699  0    5 03:23 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.20 /org/gtk/gvfs/exec_spaw/2
bruno       4700    3212    4700  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.20 /org/gtk/gvfs/exec_spaw/3
bruno       4700    3212    4701  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.20 /org/gtk/gvfs/exec_spaw/3
bruno       4700    3212    4702  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.20 /org/gtk/gvfs/exec_spaw/3
bruno       4700    3212    4703  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.20 /org/gtk/gvfs/exec_spaw/3
bruno       4706    3212    4706  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd-wsdd --spawner :1.20 /org/gtk/gvfs/exec_spaw/4
bruno       4706    3212    4707  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd-wsdd --spawner :1.20 /org/gtk/gvfs/exec_spaw/4
bruno       4706    3212    4708  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd-wsdd --spawner :1.20 /org/gtk/gvfs/exec_spaw/4
bruno       4706    3212    4709  0    4 03:23 ?        00:00:00 /usr/libexec/gvfsd-wsdd --spawner :1.20 /org/gtk/gvfs/exec_spaw/4
bruno       4711    4706    4711  0    1 03:23 ?        00:00:00 python3 /usr/bin/wsdd --no-host --discovery --listen /run/user/1000/gvfsd/wsdd
uuidd       4714       1    4714  0    1 03:23 ?        00:00:00 /usr/sbin/uuidd --socket-activation --cont-clock
bruno       5076    2920    5076  0   37 03:25 ?        00:00:01 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5079  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5080  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5081  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5082  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5083  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5084  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5085  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5086  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5087  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5088  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5091  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5121  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5122  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5123  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5124  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5125  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5126  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5127  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5128  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5129  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5130  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5131  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5132  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5133  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5134  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5135  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5136  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5137  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5138  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5139  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5140  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5141  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5142  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5143  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5148  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
bruno       5076    2920    5149  0   37 03:25 ?        00:00:00 /usr/bin/gnome-control-center --gapplication-service
root        5255       2    5255  0    1 03:30 ?        00:00:00 [kworker/4:3-mm_percpu_wq]
root        5762       2    5762  0    1 03:34 ?        00:00:13 [kworker/u20:0-ext4-rsv-conversion]
bruno      12384    3235   12384  2  105 03:37 ?        00:01:03 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12452  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12456  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12457  0  105 03:37 ?        00:00:14 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12458  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12459  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12460  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12478  0  105 03:37 ?        00:00:14 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12480  0  105 03:37 ?        00:00:05 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12481  0  105 03:37 ?        00:00:01 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12482  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12483  0  105 03:37 ?        00:00:04 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12484  0  105 03:37 ?        00:00:02 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12487  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12488  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12489  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12490  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12495  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12497  0  105 03:37 ?        00:00:01 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12499  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12500  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12501  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12502  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12503  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12504  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12508  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12509  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12524  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12525  2  105 03:37 ?        00:00:55 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12526  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12527  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12528  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12529  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12530  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12531  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12532  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12533  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12534  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12535  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12536  0  105 03:37 ?        00:00:11 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12537  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12538  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12539  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12541  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12542  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12550  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12577  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12580  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12581  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12582  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12589  0  105 03:37 ?        00:00:10 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12593  0  105 03:37 ?        00:00:11 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12594  0  105 03:37 ?        00:00:01 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12595  1  105 03:37 ?        00:00:25 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12605  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12606  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12607  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12608  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12622  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12762  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12763  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12764  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12789  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12809  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12811  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12952  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12962  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12974  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12978  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12979  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   12980  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13113  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13245  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13320  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13321  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13322  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13349  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13375  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13427  0  105 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13474  0  105 03:38 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13523  0  105 03:39 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13564  0  105 03:39 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13565  0  105 03:39 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13566  0  105 03:39 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13567  0  105 03:39 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13568  0  105 03:39 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13569  0  105 03:39 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13570  0  105 03:39 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13571  0  105 03:39 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13572  0  105 03:39 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13573  0  105 03:39 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   13574  0  105 03:39 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
